gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022000395,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:11 PM EST),period,start,0,0,1
0022000395,4,PT12M00.00S,1,1610612766,CHA,203469,Zeller,C. Zeller,0,0,0,,0,,,0,h,Jump Ball Zeller vs. Towns: Tip to Okogie,Jump Ball,,1,0,2
0022000395,7,PT11M46.00S,1,1610612750,MIN,1630162,Edwards,A. Edwards,2,-2,0,Made,1,0,2,2,v,Edwards Cutting Layup Shot (2 PTS) (Rubio 1 AST),Made Shot,Cutting Layup Shot,1,2,3
0022000395,9,PT11M35.00S,1,1610612766,CHA,1630163,Ball,L. Ball,0,0,0,,0,,,0,h,Ball Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,4
0022000395,9,PT11M35.00S,1,1610612750,MIN,1629006,Okogie,J. Okogie,0,0,0,,0,,,0,v,Okogie STEAL (1 STL),,,1,0,5
0022000395,11,PT11M32.00S,1,1610612750,MIN,1627736,Beasley,M. Beasley,-10,14,2,Made,1,0,4,4,v,Beasley 2' Running Dunk (2 PTS) (Rubio 2 AST),Made Shot,Running Dunk Shot,1,2,6
0022000395,13,PT11M20.00S,1,1610612766,CHA,1628984,Graham,D. Graham,5,179,18,Made,1,2,4,6,h,Graham 18' Pullup Jump Shot (2 PTS) (Zeller 1 AST),Made Shot,Pullup Jump shot,1,2,7
0022000395,14,PT11M05.00S,1,1610612750,MIN,1627736,Beasley,M. Beasley,-4,256,26,Made,1,2,7,9,v,Beasley 26' 3PT Jump Shot (5 PTS) (Rubio 3 AST),Made Shot,Jump Shot,1,3,8
0022000395,16,PT10M49.00S,1,1610612750,MIN,1630162,Edwards,A. Edwards,0,0,0,,0,,,0,v,Edwards P.FOUL (P1.T1) (B.Adair),Foul,Personal,1,0,9
0022000395,18,PT10M40.00S,1,1610612766,CHA,202330,Hayward,G. Hayward,11,128,13,Made,1,4,7,11,h,Hayward 13' Turnaround Fadeaway (2 PTS),Made Shot,Turnaround Fadeaway shot,1,2,10
0022000395,19,PT10M26.00S,1,1610612750,MIN,1630162,Edwards,A. Edwards,-166,195,26,Missed,1,,,0,v,MISS Edwards 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,11
0022000395,20,PT10M24.00S,1,1610612766,CHA,203469,Zeller,C. Zeller,0,0,0,,0,,,0,h,Zeller REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,12
0022000395,21,PT10M17.00S,1,1610612766,CHA,1626179,Rozier,T. Rozier,9,0,1,Missed,1,,,0,h,MISS Rozier 1' Driving Layup,Missed Shot,Driving Layup Shot,1,2,13
0022000395,22,PT10M15.00S,1,1610612750,MIN,1627736,Beasley,M. Beasley,0,0,0,,0,,,0,v,Beasley REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,14
0022000395,23,PT10M06.00S,1,1610612766,CHA,1628984,Graham,D. Graham,0,0,0,,0,,,0,h,Graham P.FOUL (P1.T1) (B.Adair),Foul,Personal,1,0,15
0022000395,25,PT09M58.00S,1,1610612750,MIN,1626157,Towns,K. Towns,-6,250,25,Missed,1,,,0,v,MISS Towns 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,16
0022000395,26,PT09M57.00S,1,1610612766,CHA,1630163,Ball,L. Ball,0,0,0,,0,,,0,h,Ball REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,17
0022000395,27,PT09M48.00S,1,1610612766,CHA,1630163,Ball,L. Ball,-182,202,27,Missed,1,,,0,h,MISS Ball 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,18
0022000395,28,PT09M46.00S,1,1610612750,MIN,1629006,Okogie,J. Okogie,0,0,0,,0,,,0,v,Okogie REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,19
0022000395,29,PT09M38.00S,1,1610612750,MIN,201937,Rubio,R. Rubio,0,0,0,,0,,,0,v,Rubio Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,20
0022000395,29,PT09M38.00S,1,1610612766,CHA,1630163,Ball,L. Ball,0,0,0,,0,,,0,h,Ball STEAL (1 STL),,,1,0,21
0022000395,31,PT09M32.00S,1,1610612766,CHA,1630163,Ball,L. Ball,-9,17,2,Made,1,6,7,13,h,Ball 2' Reverse Layup (2 PTS) (Hayward 1 AST),Made Shot,Reverse Layup Shot,1,2,22
0022000395,33,PT09M32.00S,1,1610612750,MIN,201937,Rubio,R. Rubio,0,0,0,,0,,,0,v,Rubio S.FOUL (P1.T2) (S.Wright),Foul,Shooting,1,0,23
0022000395,35,PT09M32.00S,1,1610612766,CHA,1630163,Ball,L. Ball,0,0,0,,0,7,7,14,h,Ball Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,1,0,24
0022000395,36,PT09M19.00S,1,1610612766,CHA,1630163,Ball,L. Ball,0,0,0,,0,,,0,h,Ball P.FOUL (P1.T2) (S.Wright),Foul,Personal,1,0,25
0022000395,39,PT09M05.00S,1,1610612750,MIN,1627736,Beasley,M. Beasley,138,1,14,Missed,1,,,0,v,MISS Beasley 14' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,26
0022000395,40,PT09M01.00S,1,1610612750,MIN,1626157,Towns,K. Towns,0,0,0,,0,,,0,v,Towns REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,27
