gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0021800344,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:42 PM EST),period,start,0,0,1
0021800344,4,PT12M00.00S,1,1610612737,ATL,203473,Dedmon,D. Dedmon,0,0,0,,0,,,0,h,Jump Ball Dedmon vs. Durant: Tip to Collins,Jump Ball,,1,0,2
0021800344,7,PT11M46.00S,1,1610612737,ATL,1629027,Young,T. Young,0,0,0,,0,,,0,h,Young Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,3
0021800344,7,PT11M46.00S,1,1610612744,GSW,1626172,Looney,K. Looney,0,0,0,,0,,,0,v,Looney STEAL (1 STL),,,1,0,4
0021800344,9,PT11M40.00S,1,1610612744,GSW,201142,Durant,K. Durant,-199,135,24,Missed,1,,,0,v,MISS Durant 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,5
0021800344,10,PT11M37.00S,1,0,,1610612737,,,0,0,0,,0,,,0,h,HAWKS Rebound,Rebound,Unknown,0,0,6
0021800344,12,PT11M20.00S,1,1610612737,ATL,1627752,Prince,T. Prince,-112,153,19,Missed,1,,,0,h,MISS Prince 19' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,7
0021800344,13,PT11M18.00S,1,1610612744,GSW,1626172,Looney,K. Looney,0,0,0,,0,,,0,v,Looney REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8
0021800344,14,PT11M10.00S,1,1610612744,GSW,1626172,Looney,K. Looney,-3,15,2,Made,1,0,2,2,v,Looney 2' Cutting Dunk Shot (2 PTS) (Iguodala 1 AST),Made Shot,Cutting Dunk Shot,1,2,9
0021800344,16,PT10M46.00S,1,1610612737,ATL,1629027,Young,T. Young,0,0,0,,0,,,0,h,Young Bad Pass Turnover (P2.T2),Turnover,Bad Pass,1,0,10
0021800344,16,PT10M46.00S,1,1610612744,GSW,201142,Durant,K. Durant,0,0,0,,0,,,0,v,Durant STEAL (1 STL),,,1,0,11
0021800344,18,PT10M32.00S,1,1610612744,GSW,202691,Thompson,K. Thompson,5,8,1,Missed,1,,,0,v,MISS Thompson 1' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,1,2,12
0021800344,19,PT10M29.00S,1,1610612737,ATL,1628381,Collins,J. Collins,0,0,0,,0,,,0,h,Collins REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,13
0021800344,20,PT10M25.00S,1,1610612737,ATL,1628989,Huerter,K. Huerter,0,0,0,,0,,,0,h,Huerter Out of Bounds Lost Ball Turnover (P1.T3),Turnover,Out of Bounds Lost Ball Turnover,1,0,14
0021800344,21,PT10M08.00S,1,1610612744,GSW,2738,Iguodala,A. Iguodala,61,245,25,Missed,1,,,0,v,MISS Iguodala 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,15
0021800344,22,PT10M04.00S,1,1610612737,ATL,203473,Dedmon,D. Dedmon,0,0,0,,0,,,0,h,Dedmon REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,16
0021800344,24,PT09M47.00S,1,1610612737,ATL,1629027,Young,T. Young,145,209,25,Missed,1,,,0,h,MISS Young 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,17
0021800344,25,PT09M45.00S,1,0,,1610612737,,,0,0,0,,0,,,0,h,HAWKS Rebound,Rebound,Unknown,0,0,18
0021800344,27,PT09M40.00S,1,1610612744,GSW,201939,Curry,S. Curry,0,0,0,,0,,,0,v,Curry P.FOUL (P1.T1) (M.Myers),Foul,Personal,1,0,19
0021800344,29,PT09M36.00S,1,1610612737,ATL,1629027,Young,T. Young,-159,210,26,Missed,1,,,0,h,MISS Young 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,20
0021800344,29,PT09M36.00S,1,1610612744,GSW,201939,Curry,S. Curry,0,0,0,,0,,,0,v,Curry BLOCK (1 BLK),,,1,3,21
0021800344,30,PT09M33.00S,1,1610612737,ATL,1628989,Huerter,K. Huerter,0,0,0,,0,,,0,h,Huerter REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,22
0021800344,31,PT09M26.00S,1,1610612737,ATL,1629027,Young,T. Young,6,12,1,Made,1,2,2,4,h,Young 1' Driving Layup (2 PTS) (Prince 1 AST),Made Shot,Driving Layup Shot,1,2,23
0021800344,33,PT09M12.00S,1,1610612744,GSW,1626172,Looney,K. Looney,-85,198,22,Missed,1,,,0,v,MISS Looney 22' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,24
0021800344,34,PT09M08.00S,1,1610612737,ATL,1627752,Prince,T. Prince,0,0,0,,0,,,0,h,Prince REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,25
0021800344,35,PT09M06.00S,1,1610612737,ATL,1627752,Prince,T. Prince,0,0,0,,0,,,0,h,Prince Out of Bounds - Bad Pass Turnover Turnover (P1.T4),Turnover,Out of Bounds - Bad Pass Turnover,1,0,26
0021800344,36,PT08M50.00S,1,1610612744,GSW,201142,Durant,K. Durant,-36,167,17,Made,1,2,4,6,v,Durant 17' Pullup Jump Shot (2 PTS),Made Shot,Pullup Jump shot,1,2,27
0021800344,37,PT08M39.00S,1,1610612737,ATL,1629027,Young,T. Young,116,175,21,Missed,1,,,0,h,MISS Young 21' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,28
0021800344,38,PT08M36.00S,1,1610612744,GSW,202691,Thompson,K. Thompson,0,0,0,,0,,,0,v,Thompson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,29
0021800344,39,PT08M32.00S,1,1610612744,GSW,201939,Curry,S. Curry,-131,220,26,Made,1,2,7,9,v,Curry 26' 3PT Jump Shot (3 PTS) (Durant 1 AST),Made Shot,Jump Shot,1,3,30
0021800344,41,PT08M11.00S,1,1610612737,ATL,1628381,Collins,J. Collins,-117,26,12,Made,1,4,7,11,h,Collins 12' Turnaround Jump Shot (2 PTS),Made Shot,Turnaround Jump Shot,1,2,31
0021800344,42,PT08M00.00S,1,1610612744,GSW,202691,Thompson,K. Thompson,-4,131,13,Missed,1,,,0,v,MISS Thompson 13' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,32
0021800344,43,PT07M57.00S,1,1610612737,ATL,203473,Dedmon,D. Dedmon,0,0,0,,0,,,0,h,Dedmon REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,33
0021800344,44,PT07M50.00S,1,1610612737,ATL,1628381,Collins,J. Collins,-78,243,26,Missed,1,,,0,h,MISS Collins 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,34
