gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0021901269,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (4:18 PM EST),period,start,0,0,1
0021901269,4,PT12M00.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,0,0,0,,0,,,0,h,Jump Ball B. Lopez vs. Adebayo: Tip to Nunn,Jump Ball,,1,0,2
0021901269,7,PT11M44.00S,1,1610612748,MIA,1629134,Nunn,K. Nunn,-162,184,25,Made,1,0,3,3,v,Nunn 25' 3PT Pullup Jump Shot (3 PTS) (Robinson 1 AST),Made Shot,Pullup Jump shot,1,3,3
0021901269,9,PT11M28.00S,1,1610612749,MIL,203114,Middleton,K. Middleton,145,204,25,Made,1,3,3,6,h,Middleton 25' 3PT Pullup Jump Shot (3 PTS),Made Shot,Pullup Jump shot,1,3,4
0021901269,10,PT11M17.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,-86,127,15,Missed,1,,,0,v,MISS Adebayo 15' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,5
0021901269,11,PT11M14.00S,1,1610612749,MIL,202339,Bledsoe,E. Bledsoe,0,0,0,,0,,,0,h,Bledsoe REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
0021901269,12,PT11M07.00S,1,1610612749,MIL,203114,Middleton,K. Middleton,-76,78,11,Missed,1,,,0,h,MISS Middleton 11' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,7
0021901269,13,PT11M05.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,0,0,0,,0,,,0,v,Robinson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8
0021901269,14,PT10M59.00S,1,1610612748,MIA,203482,Olynyk,K. Olynyk,89,140,17,Missed,1,,,0,v,MISS Olynyk 17' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,9
0021901269,14,PT10M59.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,0,0,0,,0,,,0,h,Antetokounmpo BLOCK (1 BLK),,,1,2,10
0021901269,16,PT10M54.00S,1,1610612749,MIL,202339,Bledsoe,E. Bledsoe,0,0,0,,0,,,0,h,Bledsoe REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,11
0021901269,17,PT10M40.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,-192,2,19,Missed,1,,,0,h,MISS B. Lopez 19' Jump Shot,Missed Shot,Jump Shot,1,2,12
0021901269,18,PT10M38.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,v,Adebayo REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,13
0021901269,19,PT10M28.00S,1,1610612748,MIA,1629134,Nunn,K. Nunn,-43,34,5,Missed,1,,,0,v,MISS Nunn 5' Floating Jump Shot,Missed Shot,Floating Jump shot,1,2,14
0021901269,20,PT10M25.00S,1,1610612749,MIL,202339,Bledsoe,E. Bledsoe,0,0,0,,0,,,0,h,Bledsoe REBOUND (Off:0 Def:3),Rebound,Unknown,1,0,15
0021901269,21,PT10M15.00S,1,1610612748,MIA,203482,Olynyk,K. Olynyk,0,0,0,,0,,,0,v,Olynyk S.FOUL (P1.T1) (S.Twardoski),Foul,Shooting,1,0,16
0021901269,23,PT10M15.00S,1,1610612749,MIL,202339,Bledsoe,E. Bledsoe,0,0,0,,0,,,0,h,MISS Bledsoe Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,17
0021901269,24,PT10M15.00S,1,0,,1610612749,,,0,0,0,,0,,,0,h,BUCKS Rebound,Rebound,Normal Rebound,0,0,18
0021901269,25,PT10M15.00S,1,1610612749,MIL,202339,Bledsoe,E. Bledsoe,0,0,0,,0,4,3,7,h,Bledsoe Free Throw 2 of 2 (1 PTS),Free Throw,Free Throw 2 of 2,1,0,19
0021901269,26,PT10M02.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,0,0,0,,0,,,0,v,Robinson Traveling Turnover (P1.T1),Turnover,Traveling,1,0,20
0021901269,27,PT09M51.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,0,0,0,,0,,,0,h,Jump Ball Antetokounmpo vs. Crowder: Tip to Middleton,Jump Ball,,1,0,21
0021901269,30,PT09M51.00S,1,1610612748,MIA,1629134,Nunn,K. Nunn,0,0,0,,0,,,0,v,Nunn S.FOUL (P1.T2) (E.Lewis),Foul,Shooting,1,0,22
0021901269,32,PT09M51.00S,1,1610612749,MIL,203114,Middleton,K. Middleton,0,0,0,,0,5,3,8,h,Middleton Free Throw 1 of 2 (4 PTS),Free Throw,Free Throw 1 of 2,1,0,23
