GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022400058,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,F,,30.000000:51,3.0,7.0,0.429,2.0,4.0,0.5,5.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,0.0,2.0,3.0,13.0,-20.0
0022400058,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,F,,28.000000:51,9.0,18.0,0.5,1.0,2.0,0.5,0.0,2.0,0.0,0.0,5.0,5.0,2.0,1.0,1.0,0.0,4.0,19.0,-7.0
0022400058,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,C,,24.000000:34,2.0,3.0,0.667,0.0,0.0,0.0,1.0,4.0,0.25,4.0,7.0,11.0,5.0,2.0,1.0,3.0,6.0,5.0,-3.0
0022400058,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,G,,24.000000:32,6.0,11.0,0.545,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,2.0,5.0,13.0,-13.0
0022400058,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34.000000:18,8.0,23.0,0.348,4.0,15.0,0.267,4.0,4.0,1.0,1.0,6.0,7.0,11.0,0.0,0.0,5.0,0.0,24.0,5.0
0022400058,1610612744,GSW,Golden State,1627741,Buddy Hield,Buddy,,,21.000000:24,2.0,8.0,0.25,2.0,6.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,6.0,-6.0
0022400058,1610612744,GSW,Golden State,1631218,Trayce Jackson-Davis,Trayce,,,21.000000:38,3.0,5.0,0.6,0.0,0.0,0.0,1.0,2.0,0.5,4.0,2.0,6.0,2.0,1.0,0.0,1.0,0.0,7.0,5.0
0022400058,1610612744,GSW,Golden State,203937,Kyle Anderson,Kyle,,,19.000000:07,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,1.0,1.0,0.0,1.0,4.0,0.0
0022400058,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,,,20.000000:42,4.0,10.0,0.4,2.0,6.0,0.333,3.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,13.0,1.0
0022400058,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,,,14.000000:03,5.0,6.0,0.833,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,18.0
0022400058,1610612744,GSW,Golden State,1630611,Gui Santos,Gui,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400058,1610612744,GSW,Golden State,1630311,Pat Spencer,Pat,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400058,1610612744,GSW,Golden State,1630322,Lindy Waters III,Lindy,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400058,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,31.000000:23,8.0,14.0,0.571,1.0,3.0,0.333,5.0,6.0,0.833,1.0,6.0,7.0,2.0,1.0,0.0,2.0,2.0,22.0,-1.0
0022400058,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,F,,32.000000:54,4.0,6.0,0.667,3.0,4.0,0.75,4.0,6.0,0.667,0.0,9.0,9.0,5.0,0.0,0.0,2.0,0.0,15.0,13.0
0022400058,1610612743,DEN,Denver,203999,Nikola Jokić,Nikola,C,,40.000000:02,14.0,24.0,0.583,3.0,4.0,0.75,7.0,9.0,0.778,2.0,8.0,10.0,6.0,5.0,1.0,4.0,1.0,38.0,23.0
0022400058,1610612743,DEN,Denver,1631128,Christian Braun,Christian,G,,35.000000:52,3.0,7.0,0.429,0.0,2.0,0.0,5.0,7.0,0.714,0.0,6.0,6.0,2.0,1.0,0.0,3.0,3.0,11.0,23.0
0022400058,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,G,,34.000000:14,4.0,12.0,0.333,1.0,3.0,0.333,3.0,3.0,1.0,0.0,3.0,3.0,7.0,1.0,3.0,1.0,3.0,12.0,4.0
0022400058,1610612743,DEN,Denver,201566,Russell Westbrook,Russell,,,22.000000:36,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,3.0,7.0,-10.0
0022400058,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,,,17.000000:42,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,7.0,-17.0
0022400058,1610612743,DEN,Denver,1631124,Julian Strawther,Julian,,,19.000000:56,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,-4.0
0022400058,1610612743,DEN,Denver,1630192,Zeke Nnaji,Zeke,,,5.000000:22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-11.0
0022400058,1610612743,DEN,Denver,1641790,PJ Hall,PJ,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400058,1610612743,DEN,Denver,201599,DeAndre Jordan,DeAndre,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400058,1610612743,DEN,Denver,1629618,Jalen Pickett,Jalen,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400058,1610612743,DEN,Denver,1641816,Hunter Tyson,Hunter,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400058,1610612743,DEN,Denver,203967,Dario Šarić,Dario,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
